,0,1
211,WSL,-0.0010651220708018361
212,WVH,-0.022970613061094543
213,GTR,-0.0004470088982565085
214,HCH,-0.0004470088982565085
215,ASG,-0.0004430367627772807
216,CNG,0.0011528808030208035
217,KDG,-0.0004430367627772807
218,CRE,-0.0004470088982565085
219,NAN,-0.0004470088982565085
220,SDB,-0.0004470088982565085
221,STA,-0.0005196572404517345
222,BRT,-0.0004375184928359149
223,BYB,0.0
224,LTV,-0.0005410670249117869
225,LPT,-0.0004373496319741488
226,LGN,-0.0004373496319741488
227,SOT,0.00867059837985756
228,SNE,-0.0004373496319741488
229,TAM,-0.0005414853218000063
230,UTT,0.0
231,PRS,-0.0004433891346390492
232,WEM,-0.0004433891346390492
233,WTC,-0.0004433891346390492
234,WRE,-0.0004433891346390492
235,YRT,-0.0004435607248614327
236,WED,-0.0004375184928359149
237,BLY,0.0530940684308358
238,WOL,0.0530940684308358
239,CED,0.23916500424214063
240,LBZ,0.1614519122837677
241,FEN,0.0530940684308358
242,MKC,0.0530940684308358
243,APG,0.0530940684308358
244,BWB,0.0530940684308358
245,KMH,0.08236215195350985
246,SWR,0.08236215195350984
247,BKM,0.25082405156153137
248,HML,0.25082405156153137
249,KGL,0.2474679546346921
250,TRI,0.2391650042421406
251,BSH,0.2474679546346921
252,HRW,0.3306187646740183
253,HTE,0.3307459746642738
254,KNT,0.3306187646740183
255,WFJ,0.2474679546346921
256,WFN,0.24765758525127038
257,ACC,0.32294278420371336
258,GPO,0.31825987280518425
259,HDH,0.31825987280518425
260,KBN,0.3240623855356985
261,NWB,0.3306187646740183
262,WMB,0.3240623855356985
263,DLK,0.3841363850733623
264,APS,0.25082405156153137
265,HDL,0.3306187646740183
266,BSY,0.3228951024887817
267,BSP,0.32264710317811446
268,CIR,0.31825987280518425
269,CMD,0.31825987280518425
270,CNN,0.38398242259437493
271,CPK,0.2474679546346921
272,DLJ,0.38500315178211014
273,FNY,0.31825987280518425
274,KNL,0.3240623855356985
275,KNR,0.32264710317811446
276,KTW,0.31825987280518425
277,SOH,0.3240623855356985
278,SAT,0.32294278420371336
279,SOK,0.3306187646740183
280,SBP,0.3240623855356985
281,WFH,0.2474679546346921
282,WIJ,0.32319091542476885
283,GMN,0.15630299845474688
284,WND,0.12095025373589958
285,SKM,0.12095025373589958
286,NLT,0.3373008530191083
287,SUD,0.33808073938447036
288,SDH,0.33808073938447036
289,AYS,0.12090396584698421
290,WCX,0.33808073938447036
291,CRI,0.3178415565129895
292,HDN,0.3240623855356985
293,HEN,0.31784155651298956
294,UHL,0.3189960174608632
295,MIL,0.32735816267983114
296,FLT,0.14801002244410785
297,HLN,0.1466246419031629
298,LEA,0.2808139158713873
299,LUT,0.2766193998219433
300,MLB,0.08236215195350985
301,RID,0.0530940684308358
302,WOB,0.0530940684308358
303,ELS,0.32090306492770915
304,HPD,0.27514577765866594
305,RDT,0.3142860738795984
306,SAC,0.3153143162706047
307,GSN,0.24765758525127038
308,BWO,0.254052506485521
309,PKT,0.254052506485521
310,SAA,0.254052506485521
311,HWW,0.254052506485521
312,LID,0.08236215195350985
313,MAT,6.13832092369462e-05
314,MTB,6.13832092369462e-05
315,WTS,6.13832092369462e-05
316,SHB,0.8116207546108533
317,ATB,0.07440734425951666
318,BEE,0.07440734425951666
319,KVD,1.64898528867048
320,BUT,6.197437979139512e-05
321,ZCW,0.334042747312526
322,PYE,-0.318649468629366
323,AMB,6.13832092369462e-05
324,BLP,6.595466408299888e-05
325,PEA,6.598009974211304e-05
326,DFI,6.595466408299888e-05
327,SPO,6.595466408299888e-05
328,MFT,0.06442558456839917
329,MSW,0.06442558456839917
330,HOZ,1.6858581705055233
331,LGM,7.671291304629771e-05
332,BNW,0.011916782360634662
333,BOT,0.011916782360634662
334,TUT,0.0
335,ALF,0.0071487140594095906
336,CMF,6.13832092369462e-05
337,DBY,6.595466408299888e-05
338,NOT,0.08139599592428141
339,LGE,6.595466408299888e-05
340,COR,5.3666494933879834e-05
341,MMO,0.09560272332855349
342,KET,5.3666494933879834e-05
343,SPK,0.06442558456839917
344,HKN,0.06442558456839917
345,NSD,0.06442558456839917
346,BLW,0.07440734425951666
347,KKB,0.06445046891933327
348,HNK,0.020449790846371104
349,LAG,0.8116207546108533
350,CWD,0.8116207546108533
351,NBR,0.07590683121553228
352,LBO,0.09226079844123074
353,SYS,0.07590683121553228
354,EMD,0.09226079844123074
355,SIL,0.09226079844123074
356,BWS,0.09226079844123074
357,OKM,0.13701344887700145
358,WIL,6.598009974211304e-05
359,MHR,0.013424858846207139
360,WEL,5.364576627612245e-05
361,LEI,0.07590683121553228
362,SWS,0.07590683121553228
363,ASK,0.006361093415675303
364,BIF,0.006358630739169041
365,DLT,0.006358630739169041
366,KBF,0.006398255984607352
367,ROO,0.006358630739169041
368,ARN,0.007218113683284599
369,CAK,0.0029421833902649602
370,GOS,0.0029421833902649602
371,KBK,0.0029421833902649602
372,SVR,0.007218113683284599
373,BUD,-0.019803600119404904
374,KEN,-0.019803600119404904
375,SVL,0.0029690152974715775
376,WDM,0.0029690152974715775
377,MRY,0.04000367426072593
378,BOC,0.006398255984607352
379,DRI,-0.0019644839104798716
380,GNR,0.006398255984607352
381,MLM,0.006398255984607352
382,RAV,-0.0019644839104798716
383,SIC,0.006398255984607352
384,SBS,0.04000367426072593
385,SSC,-0.0019644839104798716
386,SEL,-0.0019644839104798716
387,ULV,0.006358630739169041
388,FLM,0.04000367426072593
389,HRR,0.04000367426072593
390,PRN,0.04000367426072593
391,WKG,0.04000367426072593
392,BYS,-0.0019644839104798716
393,FOX,0.006398255984607352
394,NRT,-0.0019644839104798716
395,WTH,0.04000367426072593
396,CKL,0.04000367426072593
397,APP,0.5935530042342112
398,BTP,0.451600250818622
399,AWT,0.005136845099885703
400,KSW,0.5935530042342112
401,LGW,0.004845971938833244
402,LZB,0.004845971938833244
403,DLS,-0.08957317102773148
404,EBA,-0.004686711448870025
405,OXN,-0.017305617145730496
406,ASP,0.04003346510193804
407,WGT,-0.08992627599945001
408,PNR,-0.029008533533371114
409,DNT,0.5727313308827638
410,GSD,0.5727313308827637
411,HIR,0.5727313308827637
412,RHD,0.5727313308827638
413,SET,0.5727313308827638
414,CAR,0.005905898804041818
415,ELP,-0.00040304638351849295
416,INE,-0.00040304638351849295
417,BLN,0.011916782360634662
418,KIR,0.011916782360634662
419,AIN,0.011939796617800815
420,FAZ,0.011916782360634662
421,ERA,-0.00040335737609836834
422,RIL,0.011921378111641462
423,WLO,0.011916782360634662
424,BID,-0.00040289106699305233
425,HSW,-0.00041450530736678504
426,NES,-0.00041450530736678504
427,UPT,-0.00041450530736678504
428,BKN,-0.00040289106699305233
429,HWB,-0.00041450530736678504
430,HSB,-0.0004199255908995736
431,MRT,-0.00040289106699305233
432,NBN,-0.00040289106699305233
433,WLG,0.008491412112815358
434,MAG,0.011939796617800815
435,LTT,-0.00040304638351849295
436,OVE,-0.00040304638351849295
437,MLD,-0.00042057387432821057
438,SNT,-0.00040304638351849295
439,HUY,0.013353447000007885
440,WHN,0.006609644478554064
441,EDG,0.02829609879693878
442,MSH,0.024553428769597072
443,CPU,-0.0004199255908995736
444,BAC,-0.002025577485568811
445,BEB,-0.00040320181984071377
446,RFY,-0.00040289106699305233
447,BOM,-0.00040304638351849295
448,BMR,-0.00040304638351849295
449,HOO,-0.0020093172650399544
450,HYK,0.0016990532314830372
451,PSL,-0.00040304638351849295
452,SPI,-0.00040304638351849295
453,WKI,-0.00040289106699305233
454,AUG,0.006610381556923287
455,BKC,-0.00040289106699305233
456,GNL,-0.00040320181984071377
457,BKQ,-0.00040289106699305233
458,BKP,0.005643034452043413
459,BYN,0.008743515425745562
460,CSG,0.011916782360634662
461,ECL,0.006609644478554064
462,HLR,0.011916782360634662
463,HTF,-0.0004471812224270006
464,HIL,0.007793233955775
465,HNX,0.015895792088870618
466,INC,0.008746891300427316
467,LSW,-0.00040289106699305233
468,BAH,0.011916782360634662
469,BGE,0.014124457023138184
470,KKD,0.005985936028863119
471,OPK,0.011939796617800815
472,STM,0.011916782360634662
473,SDL,0.011916782360634662
474,SFL,0.011916782360634662
475,WAO,0.011962899939429688
476,MNR,-0.00040289106699305233
477,MEO,-0.00040289106699305233
478,AIG,0.011916782360634662
479,NLW,0.10093817327857346
480,ORN,0.011939796617800815
481,ORR,0.008746891300427318
482,ROB,0.013353447000007885
483,SOP,0.02718536522558672
484,THH,0.006607097409390845
485,WLV,0.011905962977428413
486,WSA,0.02436210776062931
487,WSF,-0.0004473536795123947
488,BCB,0.008763809852265667
489,BCJ,0.02866889628649786
490,OMS,0.006610381556923287
491,TWN,0.0006818207150676494
492,FRD,0.005528993117722307
493,ACB,-0.0004483912218692074
494,RUN,-0.0004111104682865265
495,ERL,0.09950515722425456
496,RUE,0.005528993117722307
497,HED,0.024729374032822
498,RNH,0.006609644478554064
499,GLZ,0.005528993117722307
500,HGN,0.019447865484855765
501,BWD,0.005526861663166517
502,CUD,-0.00036530895141811726
503,DLM,-0.00036530895141811726
504,LTG,-0.00036530895141811726
505,PLM,-0.00036530895141811726
506,CSO,-0.004684901208835699
507,RUF,-0.004686711448870025
508,GBK,-0.00036530895141811726
509,NWI,-0.00036530895141811726
510,GSW,0.006607097409390845
511,PSC,0.006607097409390845
512,LEG,0.0073133820268226225
513,SHJ,0.006612193512290491
514,SNH,0.006607097409390845
515,ANS,0.007793233955775
516,BES,0.007832471771973713
517,BDL,0.007793233955775
518,FBY,0.007793233955775
519,FRE,0.007793233955775
520,HTO,0.011916782360634662
521,MEC,0.007796238286521251
522,NLN,0.007799244934529936
523,UPL,0.008750269782969005
524,PDG,0.005528993117722307
525,SNK,0.005535397356854804
526,WID,0.005531126216918959
527,APB,0.008780793979886339
528,GST,0.008767201419545958
529,HIN,0.008740142155905383
530,HSC,0.008767201419545958
531,PBL,0.008763809852265667
532,PEM,0.008746891300427318
533,RNF,0.008750269782969004
534,CTR,0.11354341613548546
535,BER,0.013727693586841025
536,BCK,-0.00041450530736678504
537,CYB,-0.00042178617932252434
538,HWD,-0.00041450530736678504
539,HPE,-0.00042178617932252434
540,PNF,-0.00041450530736678504
541,BOR,-0.000397734732456605
542,HHD,-0.00039221222231290525
543,TYC,-0.000397734732456605
544,VAL,-0.00039190993928992803
545,RMB,-0.0003952868230918441
546,AGL,-0.00042100502053510786
547,BYC,-0.0003978880611892405
548,BFF,-0.0003952868230918441
549,CWB,-0.0004092071048674227
550,DWD,-0.0003952868230918441
551,GCW,-0.0004092071048674227
552,NLR,-0.0003978880611892405
553,LWR,-0.0003978880611892405
554,PYP,-0.0003952868230918441
555,RHL,-0.00042100502053510786
556,TLC,-0.0004092071048674227
557,LPG,-0.000397734732456605
558,BNG,-0.000397734732456605
559,DGY,-0.0004092071048674227
560,LLD,-0.0004092071048674227
561,LLJ,-0.0004092071048674227
562,CNW,-0.0004092071048674227
563,LLF,-0.0004092071048674227
564,PMW,-0.0004092071048674227
565,FLN,-0.0004146651012400953
566,PRT,-0.00042100502053510786
567,CGW,-0.00042178617932252434
568,DLG,-0.0004092071048674227
569,RHO,-0.00039190993928992803
570,SHT,-0.00041450530736678504
571,BYM,0.3749963859799344
572,BNC,0.37441701728780624
573,ACR,0.007915885926273769
574,BRF,0.37441701728780624
575,CTW,0.007915885926273769
576,HPN,0.37427245473286885
577,HCT,0.37427245473286885
578,BMB,0.00041280815506819545
579,CNE,0.37441701728780624
580,NEL,0.37441701728780624
581,HID,0.008772579051310377
582,CYT,0.007915885926273769
583,CLH,0.0033373927913581173
584,DWN,0.007915885926273769
585,RIS,0.007915885926273769
586,ATN,0.008760420908007252
587,HGF,0.008753650876393645
588,LOT,0.008769194568651691
589,BON,0.008769194568651691
590,BNT,0.0010568813692074012
591,HTY,0.004882361174313163
592,KSL,0.008769194568651691
593,MSS,0.008769194568651691
594,WKD,0.026280965580883296
595,WHG,0.008772579051310377
596,CNF,0.007218113683284599
597,ADL,-0.0046957836738968734
598,CPY,0.5727313308827638
599,GGV,0.580139673087568
600,GIG,0.5727313308827637
601,HLD,0.5727313308827637
602,LPR,0.5727313308827638
603,SMB,0.3665295243111524
604,LTL,0.3665295243111524
605,AFV,0.009235006524867466
606,WDN,0.7034521499272581
607,SQU,0.009235006524867468
608,KKM,0.0004126487696801382
609,LAY,0.009235006524867466
610,LTM,0.009235006524867466
611,PFY,0.009235006524867466
612,SAS,0.009235006524867468
613,SLW,-0.004686711448870025
614,MOS,0.009235006524867466
615,BEN,0.021800363767461188
616,TOD,0.7034521499272581
617,WNN,0.021791923827946105
618,LAN,-0.0017588683856046398
619,LOH,0.00041280815506819545
620,BAR,-0.004338289671064986
621,HHB,-0.004345015701562761
622,MCM,-0.004338289671064986
623,BMC,0.008769194568651691
624,LEY,-0.004684901208835699
625,RSG,0.37427245473286885
626,SKI,0.5799169707178606
627,BLK,0.008769194568651691
628,RGW,0.007922003303341986
629,LHO,0.0033373927913581173
630,WHE,0.0033373927913581173
631,BBN,0.007915885926273769
632,BPB,0.009238573541678927
633,BPN,0.009242143315072155
634,BPS,0.009238573541678927
635,BUB,0.37441701728780624
636,CRL,-0.004684901208835699
637,ENT,0.007915885926273769
638,MLH,0.007915885926273769
639,PLS,0.00041280815506819545
640,PRE,0.0009391492961806633
641,ALD,-0.0004176807124723244
642,CEF,0.00112440383092289
643,CEL,-0.00041800324584102887
644,DSL,0.005571839634205107
645,DVH,0.00112440383092289
646,HTH,-0.0004176807124723244
647,HAZ,0.005569693316934613
648,NMN,0.00112440383092289
649,DVN,0.005569693316934613
650,SPT,-0.017773041742337615
651,WBR,0.00112440383092289
652,WSR,0.005571839634205107
653,WML,-0.00041751963236724444
654,DSY,0.008750269782969005
655,BDY,0.0010568813692074012
656,FRF,0.02775406241343049
657,BLV,0.02776477826764417
658,FLF,0.004882361174313163
659,NWN,0.004882361174313163
660,AHN,0.3709429184632553
661,SLD,0.026301267601417003
662,CLI,0.026321601012782612
663,SFD,0.026280965580883296
664,MSD,0.026291112671841164
665,SNN,0.026291112671841164
666,ALT,-0.000370793422303436
667,FNW,0.008769194568651691
668,IRL,0.005528993117722307
669,BAM,8.220476467036038e-05
670,CLY,8.220476467036038e-05
671,EDL,8.220476467036038e-05
672,GRN,8.220476467036038e-05
673,HSG,8.220476467036038e-05
674,HOP,8.220476467036038e-05
675,HYC,0.0010568813692074012
676,MPL,0.0010568813692074012
677,RML,0.0010572888022718605
678,SRN,0.0010568813692074012
679,WLY,0.0010568813692074012
680,HAL,-0.0003703647593874782
681,KNF,-0.0003703647593874782
682,MOB,-0.00037050753685832923
683,ASY,-0.0003733863832985649
684,DTN,0.005823167076424589
685,RDS,0.005823167076424589
686,HDG,0.02627082631947092
687,HTC,0.005569693316934613
688,LVM,0.02775406241343049
689,MAU,0.02627082631947092
690,SYA,-0.00041816469939291804
691,CHU,0.005569693316934613
692,MAC,0.0011528808030208035
693,RSH,0.0010568813692074012
694,PYT,0.005569693316934613
695,PRB,0.0011528808030208035
696,BDB,0.004882361174313163
697,DTG,0.004882361174313163
698,GLO,0.004882361174313163
699,HDF,0.004882361174313163
700,GNF,0.36878227289952503
701,MSL,0.36878227289952503
702,PAT,0.027867067101954655
703,CAS,0.36667093230664277
704,MIH,0.3665295243111524
705,RCD,0.3665295243111524
706,FLI,0.026291112671841164
707,HUP,0.026280965580883296
708,URM,0.026280965580883296
709,ADC,0.0011528808030208035
710,NVR,-0.0003710797492704657
711,ABY,0.02775406241343049
712,BML,0.005569693316934613
713,BNA,0.02627082631947092
714,BUX,0.00112440383092289
715,CSR,0.026280965580883296
716,GDL,0.004882361174313163
717,EDY,0.026280965580883296
718,ECC,0.027867067101954655
719,FNV,0.00112440383092289
720,GTY,0.02627082631947092
721,GUI,0.027732655500654995
722,HYT,0.0010568813692074012
723,ADK,0.026291112671841164
724,MIA,0.05053112725814774
725,GTO,0.02775406241343049
726,TRA,0.026311430378697303
727,MDL,0.005569693316934613
728,MSO,0.3665295243111524
729,NMC,0.0010572888022718605
730,RRB,0.027775502399844883
731,RDN,0.02776477826764417
732,SYB,0.36924230896886984
733,AML,0.3838773604538938
734,AUW,-0.0008509434173076839
735,CBY,-0.0008509434173076839
736,CME,-0.0008509434173076839
737,HND,-0.0008509434173076839
738,KGM,-0.0008509434173076839
739,SIP,-0.0008509434173076837
740,FIN,-0.0008509434173076839
741,BNE,0.39955104989450113
742,COO,0.40094786075569566
743,MLW,0.39970401737148964
744,DID,0.2652337052615988
745,CHO,0.2620751248663972
746,GOR,0.1561849469494782
747,PAN,0.1561849469494782
748,BCF,0.11741973465955771
749,BCS,0.061847628711274645
750,GER,0.117374625272443
751,DNM,0.11751005753237276
752,HDM,0.12127526401465248
753,HWY,0.1552225629815574
754,PRR,0.12118222583742608
755,SDR,0.12118222583742605
756,WRU,0.3370416898588938
757,DGC,0.11751005753237276
758,SRG,0.11741973465955768
759,PEW,0.38600378964054666
760,LTK,0.12127526401465248
761,MRS,0.12127526401465248
762,BDW,0.6256845865639808
763,NRC,0.6233489441871861
764,HGD,0.6256845865639808
765,KIT,0.6256845865639808
766,NBY,0.6215974176362533
767,HXX,0.374410581976799
768,HAF,0.374410581976799
769,HWV,0.374410581976799
770,CBP,0.3908421692154818
771,DRG,0.3908421692154818
772,BIT,0.1625892210321448
773,CUM,0.13529108682168092
774,APF,0.13431032103975837
775,ISP,0.1625892210321448
776,OXF,0.16246534353040604
777,RAD,0.140544699618866
778,OXP,0.1629898185191316
779,SGN,0.3908421692154818
780,FZP,0.40110136299947646
781,AMT,0.5659140236259158
782,HOT,0.3858908339387847
783,MAI,0.3935847879372202
784,SHI,0.3877287284566489
785,TAP,0.39504867489168705
786,THA,0.6019959042278243
787,THE,0.5617844272882436
788,TLH,0.22007367896616242
789,TWY,0.3812527598976153
790,WGV,0.38616827654977665
791,MDG,0.5700246146558275
792,IVR,0.30033395623267395
793,LNY,0.30242594278310225
794,SLO,0.2940284705945876
795,WDT,0.40100567091579314
796,WNC,0.3074397169351025
797,BNM,0.2884381701756786
798,HAY,0.4012472981364052
799,STL,0.4010934456447885
800,WEA,0.3908421692154818
801,HAN,0.3838773604538938
802,HYD,0.06210260732422718
803,TAC,0.06210260732422718
804,AVN,0.17237095470500924
805,CFN,0.17237095470500924
806,MTP,0.17237095470500924
807,SVB,0.17237095470500924
808,SHH,0.17237095470500924
809,PWY,0.10987912790112511
810,PIL,0.10987912790112511
811,OLF,0.1600223939621704
812,LWH,0.11421485280042011
813,BPW,0.12974004168946524
814,BRI,0.11456183427721364
815,FIT,0.10987912790112511
816,KYN,0.11443105592758213
817,CDU,0.02682914814669497
818,BMT,0.11421485280042011
819,PSN,0.11421485280042011
820,RDA,0.17237095470500924
821,SRD,0.1142148528004201
822,SAR,0.17237095470500924
823,SML,0.17237095470500924
824,AVF,0.22815648413639752
825,CPM,0.14333085056731704
826,BTH,0.16008330846310767
827,HIG,0.06644717537861942
828,KEM,0.06961954423748484
829,SWI,0.16044727513801704
830,BOA,0.22815648413639752
831,FFD,0.2279509663961062
832,MKM,0.14333085056731704
833,TRO,0.22815648413639752
834,YAE,0.1355571900674149
835,WNM,0.20895060127555476
836,NLS,0.22693026995685436
837,WOR,0.20887063548861423
838,WSM,0.20887063548861423
839,YAT,0.22693026995685436
840,DWL,0.04698287906193228
841,DWW,0.04698287906193228
842,EXD,0.017748721366046077
843,SCS,0.04698287906193228
844,EXT,0.019339330328066603
845,POL,0.03039109063817101
846,NTA,-0.006458664348421903
847,PGN,-0.0840636517817349
848,TGM,-0.006568579046298442
849,TRR,-0.07789848568429243
850,TQY,-0.08316999703806102
851,BWT,0.06652343456994912
852,TAU,0.05018781449869307
853,TVP,0.0841053577696873
854,LTS,0.130478583290643
855,PNM,0.13130555163111363
856,BOD,0.14490305367412484
857,BGL,0.14896327511324173
858,CBN,0.13087817841882476
859,FAL,0.13130555163111363
860,HYL,0.13087817841882476
861,LOS,0.14484747137505538
862,LUX,0.14896327511324173
863,NQY,0.14896327511324173
864,PAR,0.15345737671791682
865,PYN,0.13130555163111363
866,PNZ,0.13027830917968267
867,PRW,0.14446628429479139
868,RED,0.13087817841882476
869,QUI,0.14896327511324173
870,ROC,0.14896327511324173
871,SAU,0.15345737671791682
872,SCR,0.14896327511324173
873,SER,0.130478583290643
874,SIV,0.130478583290643
875,LEL,0.130478583290643
876,TRU,0.14446628429479139
877,CBB,0.130478583290643
878,BAS,0.14905711402176416
879,BFE,0.14905711402176416
880,IVY,0.10711361470065135
881,TOT,0.05056713939859592
882,CSK,0.14905711402176416
883,GSL,0.14905711402176416
884,CAU,0.13295038957535069
885,COE,0.13295038957535069
886,KEY,0.11470558429481312
887,SKN,0.13295038957535069
888,LSK,0.11846529845743665
889,LOO,0.13295038957535069
890,MEN,0.11846529845743665
891,DPT,0.11470558429481312
892,PLY,0.10703184858255926
893,SDP,0.13295038957535069
894,SGM,0.11474941524028305
895,STS,0.11474941524028305
896,DOC,0.11470558429481312
897,SBF,0.11492507450586328
898,FMT,0.13130555163111363
899,SBV,0.11630488756151075
900,AGV,0.050723078681851365
901,HFD,-0.001702693308964431
902,LEO,0.9170009425609195
903,BRW,0.011925977408752435
904,CNP,0.00521296758616454
905,EBB,-0.31864946862936594
906,CRV,0.8003204449084461
907,LUD,0.9170009425609192
908,LTN,0.2767254248889505
909,LUA,0.08504843505258791
910,NWP,-0.22500979277946168
911,STJ,-0.32539165590428865
