,origin_crs,Count
0,AAP,1490
1,ABW,1494
2,ABY,1170
3,ACB,1686
4,ACC,1552
5,ACG,1752
6,ACK,1101
7,ACL,1673
8,ACR,1160
9,ACT,1744
10,ADC,1153
11,ADD,1751
12,ADK,1170
13,ADL,1168
14,ADM,1347
15,ADV,1711
16,AFK,1393
17,AFS,1727
18,AFV,1174
19,AGT,1436
20,AHD,1471
21,AHN,1579
22,AHS,1499
23,AHT,1764
24,AHV,1760
25,AIG,1264
26,AIN,1260
27,ALB,1752
28,ALD,1359
29,ALF,1738
30,ALK,1737
31,ALM,1101
32,ALN,1497
33,ALP,1699
34,ALR,1735
35,ALT,1167
36,ALV,1752
37,ALW,1464
38,AMB,1746
39,AML,1569
40,AMR,1651
41,AMT,1749
42,AMY,1468
43,ANC,1737
44,ANF,1709
45,ANG,1394
46,ANS,1201
47,ANZ,1494
48,AON,1748
49,APB,1237
50,APD,1365
51,APF,1731
52,APG,1738
53,APN,726
54,APP,1399
55,APS,1603
56,APY,1695
57,ARL,1729
58,ARN,1158
59,ARR,1669
60,ARU,1394
61,ASC,1770
62,ASG,1595
63,ASH,1763
64,ASK,1147
65,ASN,1771
66,ASP,1112
67,AST,1752
68,ASY,1151
69,ATB,1746
70,ATH,1750
71,ATL,1672
72,ATN,1242
73,AUD,1739
74,AUG,1204
75,AUW,1725
76,AVF,1687
77,AVN,1695
78,AVP,1770
79,AWK,1707
80,AWM,1738
81,AWT,1154
82,AXM,1545
83,AYH,1347
84,AYL,1488
85,AYP,1494
86,AYS,1770
87,BAA,1394
88,BAB,1459
89,BAC,1765
90,BAD,1487
91,BAG,1749
92,BAH,1264
93,BAK,1489
94,BAL,1501
95,BAM,1645
96,BAN,1733
97,BAR,1148
98,BAS,1246
99,BAT,1391
100,BAU,1702
101,BAV,1702
102,BAW,1761
103,BAY,1482
104,BBK,1752
105,BBL,1503
106,BBN,1160
107,BBS,1752
108,BBW,1698
109,BCB,1243
110,BCC,1708
111,BCE,1774
112,BCF,1723
113,BCH,1348
114,BCJ,1203
115,BCS,1744
116,BCU,1703
117,BCV,1479
