,origin_crs,Count
0,AAP,155
1,ABW,152
2,ABY,146
3,ACB,172
4,ACC,150
5,ACG,200
6,ACK,96
7,ACL,178
8,ACR,148
9,ACT,183
10,ADC,142
11,ADD,200
12,ADK,146
13,ADL,150
14,ADM,130
15,ADV,178
16,AFK,137
17,AFS,180
18,AFV,150
19,AGT,148
20,AHD,145
21,AHN,152
22,AHS,146
23,AHT,191
24,AHV,189
25,AIG,148
26,AIN,148
27,ALB,200
28,ALD,148
29,ALF,195
30,ALK,197
31,ALM,96
32,ALN,155
33,ALP,184
34,ALR,187
35,ALT,145
36,ALV,200
37,ALW,113
38,AMB,193
39,AML,154
40,AMR,171
41,AMT,185
42,AMY,145
43,ANC,197
44,ANF,174
45,ANG,138
46,ANS,145
47,ANZ,152
48,AON,182
49,APB,146
50,APD,131
51,APF,190
52,APG,176
53,APN,60
54,APP,118
55,APS,148
56,APY,164
57,ARL,192
58,ARN,145
59,ARR,164
60,ARU,138
61,ASC,193
62,ASG,156
63,ASH,189
64,ASK,142
65,ASN,182
66,ASP,133
67,AST,200
68,ASY,144
69,ATB,193
70,ATH,200
71,ATL,186
72,ATN,147
73,AUD,195
74,AUG,148
75,AUW,190
76,AVF,175
77,AVN,182
78,AVP,187
79,AWK,191
80,AWM,194
81,AWT,130
82,AXM,133
83,AYH,130
84,AYL,140
85,AYP,152
86,AYS,187
87,BAA,139
88,BAB,148
89,BAC,194
90,BAD,152
91,BAG,186
92,BAH,148
93,BAK,155
94,BAL,156
95,BAM,169
96,BAN,190
97,BAR,147
98,BAS,58
99,BAT,138
100,BAU,184
101,BAV,184
102,BAW,185
103,BAY,157
104,BBK,200
105,BBL,146
106,BBN,148
107,BBS,200
108,BBW,171
109,BCB,147
110,BCC,180
111,BCE,187
112,BCF,182
113,BCH,123
114,BCJ,148
115,BCS,188
116,BCU,158
117,BCV,153
118,BCY,153
119,BDA,181
120,BDB,147
121,BDH,161
122,BDI,164
123,BDK,192
124,BDL,145
125,BDM,190
126,BDN,110
127,BDQ,163
128,BDS,4
129,BDT,125
130,BDW,185
131,BDY,147
132,BEB,145
133,BEC,152
134,BEE,193
135,BEF,141
136,BEG,139
137,BEH,200
138,BEM,121
139,BEN,149
140,BEP,200
141,BER,200
142,BES,145
143,BET,153
144,BEU,174
145,BEV,172
146,BEX,139
147,BEY,144
148,BFD,153
149,BFE,58
150,BFN,183
151,BFR,170
152,BGA,181
153,BGE,148
154,BGG,191
155,BGH,171
156,BGL,56
157,BGM,152
158,BHI,200
159,BHK,153
160,BHM,200
161,BHO,152
162,BHS,171
163,BIA,114
164,BIC,155
165,BID,147
166,BIF,142
167,BIG,145
168,BIK,152
169,BIL,113
170,BIN,186
171,BIP,139
172,BIS,164
173,BIT,190
174,BIW,192
175,BIY,137
176,BKA,145
177,BKC,147
178,BKD,201
179,BKG,153
180,BKH,153
181,BKJ,152
182,BKL,152
183,BKM,148
184,BKN,147
185,BKO,181
186,BKP,147
187,BKQ,147
188,BKS,130
189,BKT,200
190,BKW,200
191,BLB,155
192,BLD,144
193,BLE,168
194,BLK,144
195,BLL,105
196,BLM,152
197,BLN,148
198,BLO,108
199,BLP,198
200,BLV,146
201,BLW,193
202,BLX,200
203,BLY,176
204,BMB,150
205,BMC,144
206,BMD,152
207,BME,202
208,BMF,173
209,BMG,140
210,BMH,149
211,BML,148
212,BMN,152
213,BMO,200
214,BMP,130
215,BMR,145
216,BMS,152
217,BMT,183
218,BMV,198
219,BMY,190
