,Station CRS,Number,Max distance,Mean distance,Median distance,Reachable Population
0,AMR,837,150611.30829057956,65045.12873115301,52397.01653526077,6256123.0
0,AMY,919,163041.3271781115,76183.47775934676,74012.53302419343,6856538.0
0,AMF,268,210603.5320810171,87441.25633355221,67579.03648013587,1599019.0
0,ANC,317,141780.4469064758,82993.80003506869,86632.45984528362,2298984.0
0,ADV,882,183713.45375067118,93961.72722231703,97302.47340138101,6335924.0
0,AND,372,260210.9426023433,60773.80561979384,38104.995486156404,145375.0
0,ANZ,953,152708.54393909988,43388.27021480011,35021.96464862884,6970769.0
0,ANG,845,161288.03596361386,78505.00473636776,78766.99169703004,6239469.0
0,ANN,399,182979.69462210828,112147.50705607701,113593.28589313719,786839.0
0,AFV,528,189585.33931187823,69032.66003587026,63479.78233264509,3614458.0
0,ANL,338,248369.1524968429,49735.27601857574,33900.22142311628,46449.0
0,APP,585,213479.8878114751,126076.21399377134,126011.34794503309,2777865.0
0,APD,824,235067.0795241222,85521.135288865,83097.3487060444,6124723.0
0,APY,565,227010.3406389233,70129.61856938488,69496.85779203611,3754455.0
0,APB,688,169815.91187223888,73979.17817641431,68510.88053397232,4649739.0
0,APF,777,137868.98094930564,78301.45088462283,81095.81338145638,5662134.0
0,APS,953,224095.9152260478,64166.832818792966,50305.83645065451,7219280.0
0,ARB,254,172053.4432814409,106702.95528792453,121533.62518249836,0.0
0,ART,308,169817.84542562068,63510.92412761943,55492.350770250014,0.0
0,ARD,77,264607.25684115314,83443.73496657048,77940.76634378484,0.0
0,AUI,308,178427.4407847627,69686.74744525032,63469.27845986994,0.0
0,ADS,304,204816.92312892506,64155.23942632942,48989.85303101041,24715.0
0,ASB,308,203954.4740426157,63190.95618719618,48116.921275160574,24715.0
0,ADN,308,204393.10482499158,63785.11319162869,48818.05564542693,24715.0
0,ADK,702,214722.9921782947,66570.75796038964,57822.19167413148,4648732.0
0,AGS,372,259250.9368353372,60573.14534755975,38715.555220092094,145375.0
0,ARG,91,173793.46577187532,114384.54443817731,137249.44444332007,0.0
0,ARL,861,151603.83141596388,75158.34268450168,69642.74860131826,6341776.0
0,ARM,320,142118.42983934208,49634.34092873769,39946.08866960569,7173.0
0,AWT,387,176012.7922197702,115966.98645342622,125419.04376004005,2176030.0
0,ARN,513,155187.9355233518,87055.68635670688,90097.05542358196,3375315.0
0,ARR,210,155017.21976928884,74665.02814105837,77047.36530213087,1408749.0
0,ARU,845,157138.00616019027,76944.21094557762,76835.1112068441,6244302.0
0,ACT,912,158581.14839097363,53816.598623398,47556.58767025156,6670499.0
0,AUW,792,178852.71955718202,98099.27936433551,103395.04075118963,5857426.0
0,AFS,955,158262.53657135664,49308.9929302374,38680.068286058086,6960593.0
0,ASF,330,245844.24674374628,46771.90295321289,32300.447365322976,46449.0
0,ABY,704,215486.569238085,66546.22525224327,57587.48489906466,4655720.0
0,ASC,351,155746.2593451284,75782.44738243354,74165.68142780887,2307125.0
0,AHD,976,169784.5060657774,49495.70083013386,39328.54077490287,7109182.0
0,AFK,881,241572.2759755349,86253.35942020002,81833.65530147117,6534821.0
0,ASH,943,150960.4749330102,59893.890603897475,54971.22018563654,6849501.0
0,ASY,575,152585.43115251863,58255.375593100965,53805.8186099966,3879967.0
0,AHN,621,161241.45671631722,59248.815817965326,56307.223781678316,4168675.0
0,AHS,894,192111.908108269,58709.28313504965,50670.4010739998,6662751.0
0,AHV,936,150771.1051163319,59762.07870118638,54904.331568647656,6823678.0
0,AWM,817,140599.92220837108,70853.33584386208,67490.70167808303,6011382.0
0,ASK,414,147634.48453528734,87845.40789679569,90718.50729769072,2769934.0
0,ALK,317,142117.9929108204,73342.53535117368,79020.8986233644,2306216.0
0,APG,764,192268.45283873274,78536.44458148375,76100.41311977222,5865861.0
0,ASP,183,165236.71898219234,101269.18391575926,112927.50623907997,1088982.0
0,AST,606,192595.9762404189,90389.94466621656,103324.46637655575,4044434.0
0,ATT,66,216328.2978484322,96767.85744282677,96025.46037900573,0.0
0,ATN,694,170670.30463733285,68825.52409270371,61775.21849415023,4671403.0
0,ATH,475,161116.25655097625,79646.1032612353,86497.39880481956,3532464.0
0,ATB,484,139166.60168661157,74145.4885739266,76090.2051843731,3492446.0
0,ATL,165,141044.1626512774,73863.73210267996,73674.65830384003,1194011.0
0,AUD,862,133776.33059700808,71142.17988751599,67570.71802820712,6309039.0
0,AVM,151,193177.84302036298,111732.31407241596,119158.41974866904,0.0
0,AVF,477,234149.84667088723,101373.72935899845,93487.87359171163,3227246.0
0,AVN,437,211434.06735907058,96180.52025573482,96877.2254454059,2868788.0
0,AXM,197,168885.46488670952,84092.30918959288,81789.01342478707,1296356.0
0,AYL,878,159764.3281336607,56263.26158365649,51756.12072982286,6419176.0
0,AYS,875,142422.58016550605,71490.12023155358,66673.66560801363,6526464.0
0,AVP,874,143518.8488944919,73778.33197542225,69999.22623858067,6521716.0
0,AYR,327,240372.31381754432,76640.54332116684,56091.27241543845,121119.0
0,BAC,736,206917.84451322703,80939.89915270932,82424.5298743038,4980207.0
0,BNA,704,210090.11690224745,66170.13237773968,58932.056641525756,4663858.0
0,BAG,914,156121.97021880042,55130.316957578754,49718.89959082182,6708980.0
0,BLD,539,224279.9848961115,67658.8951737771,65350.68799740028,3568904.0
0,BAB,930,170368.1282546709,61217.80574599307,54741.86903093463,6892253.0
0,BDK,896,147301.75320070022,71215.90061077474,65646.80943711326,6556858.0
0,BAL,971,152867.32450069243,44726.832403592125,39786.27615145705,7045542.0
0,BIO,345,253292.95395845498,52922.94267098473,36153.65228879352,145375.0
0,BHC,322,162914.2569728015,51446.24886158758,41139.77402009194,7173.0
0,BSI,335,194392.6163206823,105082.5305712366,110583.15377387029,0.0
0,BAM,625,153174.05132724016,66909.43010662899,65049.47117386889,4248842.0
0,BNV,187,155792.70437989064,108535.03235909369,120777.13194143998,0.0
0,BNG,390,191016.89015634192,112386.0130030507,112870.38628444575,2655914.0
0,BAD,931,164038.0355435897,45182.78392710785,36888.019044128676,6837895.0
0,BSS,308,190968.32957325672,62422.04634157937,46598.70062566123,24715.0
0,BAR,519,164276.1994021045,78978.17188908995,79115.23337657924,3413979.0
0,BGD,258,167508.9379466063,57168.69050040673,51721.62471607659,1531360.0
0,BKG,940,162234.52222014894,38926.978489925255,29270.339936529606,6877315.0
0,BRT,681,190150.64643592457,77410.4608175076,71608.85788135545,4675531.0
0,BMG,886,219092.33911983322,60609.06721346917,53293.02490945696,6512233.0
0,BNS,972,165807.35448103622,45987.507506474394,35678.55054511043,7128346.0
0,BIF,415,146392.91843870044,84224.13434761719,86049.77971499985,2769616.0
0,BWS,353,148017.05407148192,70668.9774557452,66162.28442138486,2578843.0
0,BRY,269,166106.6918940956,64234.8327124845,52198.10820326729,1611666.0
0,BYD,269,164458.9501729839,63580.008299531604,53242.15868087995,1611666.0
0,BYI,269,165271.50598938705,64292.70980293661,53115.440316352455,1611666.0
0,BAV,321,139823.07365023842,83359.59144676165,85172.28227798578,2295457.0
0,BSO,884,156132.31825602282,57212.8346765086,51479.60205933383,6569844.0
0,BBL,961,200586.9280386935,54406.18841802918,44159.22077139974,7055204.0
0,BTH,487,228865.2596026754,99799.64997216716,88092.34491713795,3180724.0
0,BTL,569,159947.98044989503,66162.45575858277,67295.47031561635,3846531.0
0,BAK,989,201952.92087513863,48144.50997029694,36646.6434141568,7286374.0
0,BAT,872,210817.38168614087,81465.36799281152,78226.1878529179,6496376.0
0,BAY,992,152826.78197881416,58365.31009450807,48170.65747097402,7295788.0
0,BCG,267,161786.77446874327,57989.52961891118,50391.33004793582,1594408.0
0,BEC,939,150667.12820652022,43243.51840167269,35362.78430794498,6937935.0
0,BKJ,936,152276.59016408268,43456.13617181727,35268.548665914794,6935648.0
0,BAW,978,167968.36495304704,63037.1449275325,56396.14016047552,7083457.0
0,BCK,727,225744.70647171332,87238.73954034742,83237.81007920604,4892223.0
0,BCH,685,276868.1922449742,100721.87214893193,98121.93939261307,5036775.0
0,BCF,974,154860.17858700798,64053.01997845808,49783.0803787793,7230817.0
0,BCS,776,155695.99908154353,82681.2367533226,84111.85337846042,5745666.0
0,BIT,778,140184.06266405608,81336.67388666303,83263.08794245977,5664002.0
0,BWO,918,203082.13243168392,63476.73465347923,50041.685991993945,6892545.0
0,BDH,813,179220.63922439291,86638.0592319095,91079.38008682316,6064050.0
0,BMT,543,222098.8827999817,107353.87134389576,103036.21594841566,3458906.0
0,BID,645,172751.87408534822,75479.89495874118,71769.72721834198,4355922.0
0,BER,313,167424.14052937526,69713.50210360151,67253.25182325568,2288589.0
0,BSL,91,170490.15615278203,110465.63005048779,133323.85382968796,0.0
0,BEL,89,219441.85825179296,86210.89872294152,73685.34775652483,0.0
0,BEB,678,218515.0467610869,79679.57945174084,74958.36401987338,4639882.0
0,BCC,171,144671.60087591482,85264.18253285595,92756.1139611847,1260612.0
0,BDM,842,190789.56487449727,84997.89135257762,83024.04486051014,6354255.0
0,BEH,501,165653.72719320262,88200.78432269073,88097.01150681922,3556611.0
0,BDW,920,157894.45486463417,97119.35419711273,102185.21390592672,6564445.0
0,BKS,751,262358.20529383107,92162.56384677325,91239.26310707189,5626013.0
0,BLM,934,162229.7126207157,44451.20302547006,35406.83902863965,6846898.0
0,BGM,940,149801.54672766232,43007.21558713756,34911.771974028314,6938451.0
0,BLP,503,150586.61232991464,70364.62482843759,68429.88493500618,3641285.0
0,BVD,920,141440.10434455992,45879.440167947665,37417.03233051844,6808379.0
0,BEM,163,192321.82846728552,96704.56747186642,95893.687096701,1145122.0
0,BEF,883,163886.37886657938,61439.821455625264,55949.4062345616,6559993.0
0,BAS,94,129585.7499881835,53267.55770260866,54275.83452787472,541586.0
0,BFE,94,129960.33404466149,53585.87412250887,55346.054543311024,541586.0
0,BKM,962,217132.94175919046,68064.56279418747,56364.85101601304,7290500.0
0,BEP,474,171328.63347380087,83652.42891249362,86026.09460949761,3529138.0
0,BBW,582,161419.6053922819,61458.746721086354,60110.99962864504,3973311.0
0,BRK,812,186945.15881669684,74801.17442493801,75927.22887739286,6021462.0
0,BES,624,168969.01084222514,74472.83035721973,66918.99468760719,4260975.0
0,BSJ,842,191896.49273762145,84419.21001911665,82306.76885894622,6353474.0
0,BEE,484,139656.2841407432,74351.74777150263,76482.23976845866,3494329.0
0,BYC,431,173492.85287872812,99197.70474467146,100782.67509845132,2925700.0
0,BEV,210,157665.51557014615,73647.90993631756,75818.09183829412,1404760.0
0,BEX,806,208768.8903093562,82628.7563968474,82854.30621025013,5948719.0
0,BXY,919,147209.15434170526,45683.69876866301,37744.02498995473,6810931.0
0,BAJ,277,205128.25717584597,74320.50255287868,64324.56840119489,1616375.0
0,BEA,343,160502.62444271744,57570.81264809344,45720.267934473,7173.0
0,BTG,506,167173.07498517816,87599.71722145888,96237.21656169169,3479963.0
0,BHI,534,176505.68378667015,89056.15567299914,93230.24514072674,3585739.0
0,JEQ,611,190795.69115679734,90421.40193998943,103283.97407148895,4034803.0
0,BMO,610,192569.40027948367,91053.74057263306,103757.36084771782,4029166.0
0,BHM,609,192162.0499734534,90764.99328911636,103664.28114832997,4020241.0
0,BSW,610,191955.3433718374,90864.10386989554,103724.8047470758,4035509.0
0,BHK,896,127914.51120572677,46509.7617087565,38881.09694954606,6638830.0
0,BKL,919,152613.07413521293,43624.918946980164,35152.33313736088,6809390.0
0,BIW,861,147271.4740946121,79514.94483967977,75452.79369355351,6342931.0
0,BBK,642,174802.31119753537,86951.90467112488,92655.29947067249,4273389.0
0,BIC,919,151590.18767717126,58395.44771520532,52793.90380425585,6788723.0
0,BIG,925,148386.1763709814,66248.0587223573,61768.46818682247,6880907.0
0,BIN,402,177201.00091421607,80311.76202184887,82742.57625309959,2803440.0
0,BWD,705,246520.36452390702,70248.235513665,66385.08432622497,4847039.0
0,BIK,940,153463.7511987766,43088.40984883358,35270.62819117346,6937022.0
0,BPT,329,255893.47394765657,52670.5098263861,34387.5755033704,46449.0
0,BTS,337,176605.17639638993,71119.17493747169,69327.05541390224,69706.0
0,BTE,683,202736.44164283836,94375.35704831214,98773.69449909222,4863028.0
0,BDL,638,173078.97596184234,77275.24043789948,68187.771814307,4311873.0
0,BHS,582,164520.86379848607,61661.402058717365,61288.265000242434,3979642.0
0,BUK,622,160439.82862743278,99842.51547357265,102471.15459938059,4012791.0
0,BCU,596,219161.5527459139,103472.66639250558,108156.38642262416,4254418.0
0,BKW,502,166350.7705091864,87067.46726859441,86917.94981475345,3565731.0
0,BFF,417,185772.02559050702,103865.54131566372,107255.86218011583,2853588.0
0,BAI,320,145462.43784908872,41593.81798451097,33043.570100701894,7173.0
0,BKD,489,159223.2365265824,85089.19451730906,96271.95312802983,3410475.0
0,BLT,346,247981.2978835299,53842.04537040288,38581.682830068465,145375.0
0,BLA,338,204071.934376092,106047.06519311001,104498.52367378211,0.0
0,BLO,137,194172.03131501714,72014.52926453258,68255.98098662158,699625.0
0,BHO,914,152355.79813384195,45944.366759880984,38200.47462260566,6803576.0
0,BPB,527,192292.39700518583,73525.73520681699,68740.44349161736,3610754.0
0,BPN,528,191213.4094277909,75097.2295620095,70701.77950377204,3622364.0
0,BPS,527,191719.2125583662,73808.68490282488,68984.3281163299,3612865.0
0,BSB,484,148252.0880965931,80035.2312123941,84986.07018211867,3500047.0
0,BFR,1021,205672.2866528206,51173.34073922223,44827.49099603947,7353201.0
0,BLG,372,258264.46566455867,60402.463030166655,38859.647772464436,145375.0
0,BEU,721,213295.91270345525,103611.97077915023,109057.94071501626,5070576.0
0,BBN,562,156752.41274060187,60156.62586238392,52737.928072336275,3801150.0
0,BKH,941,161401.71692085557,43634.07589387238,35571.9648740409,6953493.0
0,BKR,320,140044.25878985543,48054.776759609216,37967.193470152626,7173.0
0,BKT,606,189730.46440674728,88845.67918345598,98439.11824066691,4038248.0
0,BLV,703,215178.7521689816,66557.53495631603,58054.932767133694,4666127.0
0,BLN,656,169461.64757844177,75624.68423852535,71308.3280479917,4402143.0
0,BIL,137,150043.35081902164,65999.59808608945,67338.71426948367,888446.0
0,BWN,506,166610.4097137991,81800.17685015767,89993.75765141062,3487178.0
0,BLX,507,165746.66844313947,81810.44077469921,90298.9042702433,3487178.0
0,BLK,621,214033.87582343127,62606.717225140084,54215.81741883568,4108929.0
0,BLH,346,247705.7861657656,54007.57991216857,39062.414799907085,145375.0
0,BLY,767,189621.1931246083,78707.66128895716,76316.2937284647,5866923.0
0,BTD,632,184711.34973790863,76343.472338061,73575.17519517028,4286107.0
0,BEG,923,211343.0332421677,62455.059249989295,54191.62858781788,6813430.0
0,BYB,657,175652.04240201708,73126.53517748305,69657.18423965713,4531003.0
0,BMB,578,164306.21199455607,63139.44272972672,54530.4098645884,3882082.0
0,BML,721,206743.17324642185,67048.25297959209,61734.83950736407,4774098.0
0,BMY,997,181267.70099772327,78145.91891117032,72327.82105110039,7129412.0
0,BAN,448,128992.30104544999,77644.5655215225,81667.26703791821,3203230.0
0,BND,165,125374.2797945416,67251.74075588887,67408.70481838849,1197119.0
0,BIY,541,220968.3647606598,66308.40870294611,64613.255132264785,3591615.0
0,BNM,955,165581.21304363004,56870.80717515374,46355.183453417594,6972381.0
0,BNL,372,260132.4097935511,60449.463149623,38296.4636095815,145375.0
0,BAH,656,166415.13243993168,72912.72537684588,69037.55764075088,4409590.0
0,BEY,539,215983.13012825794,70532.80588859714,69650.68844977603,3564075.0
0,BNI,972,165041.35269683172,46128.58085109682,35958.12627209599,7128346.0
0,BUD,546,195861.7500304743,102516.1871397617,104522.92835620974,3356344.0
0,BNY,616,179545.80146859464,70660.33509435775,70727.07137298984,4241495.0
0,BTB,350,150728.52749230983,84779.85717116122,86205.39426277221,2444010.0
0,BTY,906,143033.16544773802,66776.28616800843,64850.88887097075,6655146.0
0,BFD,978,160971.89451888797,47471.18655261113,37149.43252498079,7159015.0
0,BEN,512,170975.21786797055,77114.09562848666,79039.83426400032,3377066.0
0,BRW,654,166324.89221400386,72342.33110066816,68855.22848702196,4401700.0
0,BOD,90,123067.93566563145,59481.408963989525,63745.53827523931,518535.0
0,BOR,389,206127.88827570132,129900.7311212597,130450.7985975488,2656321.0
0,BOG,847,161059.64832943105,84770.50717208727,85592.34759822802,6254541.0
0,BGS,308,222378.316094443,52879.792944487475,41085.41893421558,24715.0
0,BON,621,216880.72759007427,60767.772031856395,50641.43782068844,4106832.0
0,BMH,436,241737.5530818495,113845.52287066962,112349.36093456559,2970590.0
0,BKA,976,171729.82089608084,51984.582939085914,42667.01843141636,7109569.0
0,BRO,298,178437.9511202704,85403.70753807937,83366.42448381652,0.0
0,BOC,326,175808.63979054044,93579.49154183788,98690.05887119533,2158646.0
0,BNW,656,166740.49347414082,73206.38000055963,69138.81459787983,4409590.0
0,BOT,656,166868.75739934063,73152.89691625036,68789.35767980393,4409590.0
0,BNE,928,164243.60420119864,59349.666328361025,49800.02322963372,6821550.0
0,BRH,179,159844.07683739802,109817.88123294251,119844.6286864789,1165974.0
0,BRG,864,162658.05087053022,50958.49971808453,45393.74516384389,6378252.0
0,BOH,833,169828.37533521894,84810.15311077826,86603.37910330064,6173886.0
0,BSN,193,149346.0805846608,85832.33139334043,84341.09072688117,1388268.0
0,BTF,317,137691.83167130867,75512.34226382253,82338.52354229442,2296502.0
0,BOE,739,194809.02106935397,90685.78046394046,94779.6784214399,5371664.0
0,BRV,607,193185.96513204576,92547.31555104244,104650.70711657901,4036425.0
0,BWB,764,190702.39192259754,78529.59194181762,76202.05551689534,5865861.0
0,BOP,939,143210.77444452286,46232.61449434079,37448.60291178724,6906851.0
0,BWG,338,258269.09183446632,54700.154547416,36563.601713540564,46449.0
0,BXW,961,165400.918017404,52181.44097504662,43803.86695170446,7056969.0
0,BCE,913,153955.8839927854,56932.753319678006,51542.4163823876,6684954.0
0,BDQ,566,228924.25341147234,67544.72886408522,66625.911813648,3744813.0
0,BDI,566,229572.04367256915,67416.83077022426,66385.08432622497,3744813.0
0,BTP,840,133138.1490708054,70584.24536951173,67791.65285638049,6163738.0
0,BTR,840,133043.7984161607,70519.32977374541,67694.9890686157,6164173.0
0,BRP,171,140216.04089760914,81966.1667291066,87913.31869121452,1263224.0
0,BSM,436,245455.1122506924,115969.87115705722,112806.69966110674,2977423.0
0,BDB,609,165512.51168416243,58181.83054934928,56517.29881195668,4097938.0
0,BSY,923,144315.32983366668,44996.201137420016,35933.90839437046,6946212.0
0,BSP,936,144065.8832791442,44472.09223113531,35078.08325721347,6975963.0
0,BOA,477,234049.4406914915,101247.18871086737,94164.2551149386,3222995.0
0,BWT,346,207334.9599681636,87881.59218196495,68661.2039113604,2272355.0
0,BDN,193,115409.10408628949,65200.51964187506,72002.7210180282,1355676.0
0,BDT,163,190316.0669465403,93612.36378162264,92374.46524337772,1149428.0
0,BLL,142,155989.8729693694,76960.14136477662,81155.18295216886,782013.0
0,BBS,606,193820.91198836104,91273.15299680932,102875.54860121038,4035982.0
0,BDY,653,165959.31214909273,61567.2194882386,57749.351786045176,4368028.0
0,BRC,337,195551.58322038714,57204.54058823706,42754.86405077205,69706.0
0,BYF,335,194130.81596954152,103440.2334404816,108467.9307647546,0.0
0,BMF,296,150935.60381831718,74966.13945712584,72849.51372521302,2063202.0
0,BGI,345,252577.64771451967,53203.11009431032,36921.05352187925,145375.0
0,BGN,277,187272.12614001048,67388.42767160136,62190.877667066256,1614531.0
0,BGG,505,180172.37218841296,104144.19142372874,106823.60974990501,3463955.0
0,LRB,876,165709.6274360666,75021.38027931236,74252.5469260146,6449081.0
0,BTN,877,165282.755301332,75669.67354427383,75009.34906761668,6444627.0
0,BRR,329,243215.74487890376,50197.36913826413,30297.829955295478,46449.0
0,BAA,847,156731.4762771027,80400.26021742464,80537.27672337348,6251514.0
0,BGH,583,154825.76925370013,63330.77860662966,63545.73648168695,3971776.0
0,BDG,330,241318.79024435705,46419.46422434571,33466.38653933227,46449.0
0,BRF,525,127083.71992116063,58484.77195245675,55990.33348712972,3550605.0
0,BMD,893,125755.1584508564,47726.26545874319,40391.35670890923,6586629.0
0,BNF,277,206093.41545037288,74530.97340967417,62835.658666079085,1615018.0
0,BHD,258,167966.73924322042,57692.93534431647,51409.42206598404,1531360.0
0,BRX,961,154043.5357293515,42478.161406819614,35737.583144359385,7045542.0
0,BPK,972,132872.72919978728,54457.5345751322,44409.304813293355,7163384.0
0,CNP,645,169260.226278946,73210.67381137179,69211.27549186675,4355922.0
0,BKC,645,169206.41168111804,73144.90329037367,69092.74561066623,4355922.0
0,BKN,645,171419.93710184356,74598.21107353018,70737.25653157114,4355922.0
0,BKP,644,170291.80236288533,73937.42336218925,70292.03665423275,4340706.0
0,BKO,963,178108.2186649454,58462.662085621436,51155.32579289438,7047402.0
0,BRS,991,191452.04915330626,49666.653493588106,36543.13485457973,7305680.0
0,BUY,597,234981.2082380206,72837.6266836654,74631.97949311789,3862335.0
0,BOM,679,214403.85795269636,79071.69472907463,73325.58948961816,4655451.0
0,BMR,679,215316.43657881764,79128.83361643708,73664.44189702383,4649094.0
0,BMC,621,221226.93480903268,61732.310139703244,51027.810046994826,4107692.0
0,BLE,590,233014.27016386786,71453.66181013001,73018.64487923615,3826250.0
0,BRM,151,163690.67268784743,104878.5932199696,119055.0587963401,939700.0
0,BMP,386,182488.0874166859,121707.09877995815,132844.43741448555,2169420.0
0,BMV,462,161829.49483020703,83590.8979851512,95154.61985631596,3189837.0
0,BCN,308,226638.49827423407,57227.906800100005,45684.296437616285,24715.0
0,BNT,653,167743.69068313716,61362.261905679836,57028.4001061211,4367730.0
0,BNH,919,144381.17796998334,45976.69850846327,37444.84771985882,6811010.0
0,BUU,870,171219.5764771073,72977.12034520962,70131.94322133104,6423627.0
0,BNP,119,158119.03346846008,94109.98174909767,99349.75189702287,726965.0
0,BYA,128,147975.58908144274,80396.29030881537,86564.46818989719,937765.0
0,BGE,656,160557.59829419473,69787.65916213855,67303.6973278586,4402000.0
0,BCY,942,158624.41804463774,43672.30322459062,35421.1748111211,6961481.0
0,BMN,919,152034.63143968218,42792.935288286804,34361.193143065786,6805634.0
0,BMS,920,152945.83523914602,43048.150927518975,34348.008503960824,6808769.0
0,BME,622,167465.95464451873,97308.84034916118,103291.83599537329,4000168.0
0,BRA,77,282648.34410447197,89481.30475126626,72895.10771099126,0.0
0,BUH,297,156659.0837615234,79308.2504715532,78491.31750149885,2057408.0
0,BXB,945,158844.11035036837,55556.69623173553,47370.81330313002,6997001.0
0,BRL,317,204684.75760788834,107352.39732422258,94647.10435974834,99371.0
0,BYL,254,159954.08699061116,96458.54575029587,109570.4208488769,0.0
0,BCB,692,171025.98950159593,77319.55348325972,71712.44735051232,4706886.0
0,BCJ,644,173459.35157840294,72607.98000449683,64199.99234273846,4297006.0
0,BUI,329,237519.61846761205,46934.305796718756,33500.722380271145,46449.0
0,BSR,680,285212.1543868704,109576.43373373385,107443.89701141708,5082973.0
0,BRI,540,221051.36222380536,93805.97487764392,93126.58853419077,3456162.0
0,BPW,545,213758.90871961336,106956.79221687057,104045.25917118954,3480922.0
0,BAU,315,138103.87666173605,81291.76659349314,83502.16133051639,2241002.0
0,BUJ,484,143712.53228581007,77477.5423100102,82032.30583130039,3493673.0
