,origin_crs,Count
0,AAP,1239
1,ABW,1232
2,ABY,1075
3,ACB,1133
4,ACC,1218
5,ACG,1707
6,ACK,582
7,ACL,1417
8,ACR,1087
9,ACT,1488
10,ADC,1009
11,ADD,1706
12,ADK,1075
13,ADL,1075
14,ADM,1117
15,ADV,1314
16,AFK,1133
17,AFS,1527
18,AFV,1073
19,AGT,1221
20,AHD,1222
21,AHN,1056
22,AHS,1140
23,AHT,1353
24,AHV,1342
25,AIG,1074
26,AIN,1070
27,ALB,1696
28,ALD,1070
29,ALF,1369
30,ALK,1665
31,ALM,582
32,ALN,1137
33,ALP,1249
34,ALR,1518
35,ALT,1043
36,ALV,1701
37,ALW,716
38,AMB,1436
39,AML,1248
40,AMR,1434
41,AMT,1529
42,AMY,1207
43,ANC,1665
44,ANF,1259
45,ANG,1188
46,ANS,1037
47,ANZ,1232
48,AON,1313
49,APB,1060
50,APD,1122
51,APF,1653
52,APG,1376
53,APN,237
54,APP,733
55,APS,1175
56,APY,851
57,ARL,1557
58,ARN,1021
59,ARR,828
60,ARU,1188
61,ASC,1665
62,ASG,1139
63,ASH,1345
64,ASK,974
65,ASN,1503
66,ASP,768
67,AST,1707
68,ASY,1027
69,ATB,1485
70,ATH,1683
71,ATL,1492
72,ATN,1065
73,AUD,1550
74,AUG,1080
75,AUW,1621
76,AVF,1344
77,AVN,1367
78,AVP,1605
79,AWK,1372
80,AWM,1466
81,AWT,821
82,AXM,1106
83,AYH,1117
84,AYL,1126
85,AYP,1232
86,AYS,1605
87,BAA,1188
88,BAB,1148
89,BAC,1630
90,BAD,1224
91,BAG,1307
92,BAH,1074
93,BAK,1265
94,BAL,1253
95,BAM,1036
96,BAN,1652
97,BAR,1054
98,BAS,539
99,BAT,1131
100,BAU,1231
101,BAV,1231
102,BAW,1437
103,BAY,1247
104,BBK,1696
105,BBL,1166
106,BBN,1087
107,BBS,1707
108,BBW,908
109,BCB,1066
110,BCC,1499
111,BCE,1541
112,BCF,1478
113,BCH,1111
114,BCJ,1079
115,BCS,1656
116,BCU,1226
117,BCV,1225
118,BCY,1239
119,BDA,1514
120,BDB,1048
121,BDH,1275
122,BDI,865
123,BDK,1417
124,BDL,1037
125,BDM,1508
126,BDN,934
127,BDQ,865
128,BDS,15
129,BDT,736
130,BDW,1529
131,BDY,1069
132,BEB,1057
133,BEC,1232
134,BEE,1485
135,BEF,1164
136,BEG,1142
137,BEH,1706
138,BEM,735
139,BEN,1021
140,BEP,1683
141,BER,1701
142,BES,1025
143,BET,1228
144,BEU,1259
145,BEV,886
146,BEX,1160
147,BEY,841
148,BFD,1243
149,BFE,539
150,BFN,1537
151,BFR,1311
152,BGA,1514
153,BGE,1074
154,BGG,1547
155,BGH,908
156,BGL,462
157,BGM,1231
158,BHI,1706
159,BHK,1220
160,BHM,1706
161,BHO,1226
162,BHS,908
163,BIA,720
164,BIC,1167
165,BID,1055
166,BIF,975
167,BIG,1188
168,BIK,1231
169,BIL,716
170,BIN,1312
171,BIP,1174
172,BIS,1308
173,BIT,1653
174,BIW,1557
175,BIY,839
176,BKA,1222
177,BKC,1055
178,BKD,1704
179,BKG,1240
180,BKH,1239
181,BKJ,1232
182,BKL,1231
183,BKM,1175
184,BKN,1055
185,BKO,1492
186,BKP,1055
187,BKQ,1055
188,BKS,1117
189,BKT,1707
190,BKW,1707
191,BLB,1137
192,BLD,841
193,BLE,879
194,BLK,1032
195,BLL,591
196,BLM,1225
197,BLN,1074
198,BLO,600
199,BLP,1505
200,BLV,1074
201,BLW,1485
202,BLX,1701
203,BLY,1376
204,BMB,1081
205,BMC,1032
206,BMD,1217
207,BME,1372
208,BMF,887
209,BMG,1146
210,BMH,1121
211,BML,1077
212,BMN,1230
213,BMO,1706
214,BMP,821
215,BMR,1057
216,BMS,1232
217,BMT,1354
218,BMV,1695
219,BMY,1585
